Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Latitude,Longitude
230000,550.0,50,2,2,1,1,True,True,False,False,Carrão,sale,-23.552901,-46.525581
900000,1554.0,192,3,2,1,1,False,False,False,False,República,sale,-23.5458801,-46.6431665
1650000,1200.0,135,3,4,1,2,True,False,True,False,Moema,sale,-23.601103,-46.667067
755000,840.0,80,3,1,0,1,False,False,True,False,Perdizes,sale,-23.5389665,-46.6808899
290000,520.0,57,1,1,0,0,True,False,False,False,República,sale,-23.542852,-46.6434944
200000,250.0,46,2,2,1,1,True,False,False,False,Cangaíba,sale,-23.503375,-46.510865
1000,458.0,39,1,1,0,1,False,False,False,False,República,rent,-23.5418122,-46.6461128
1600,498.0,47,1,1,0,1,True,False,False,False,Bela Vista,rent,-23.5612541,-46.6425795
189001,180.0,37,2,1,0,0,False,False,True,False,Liberdade,sale,-23.5529608,-46.6319267
6000,1380.0,168,4,2,1,2,False,False,True,False,Moema,rent,-23.6075083,-46.6639045
1350,650.0,59,2,1,0,1,False,False,True,False,Butantã,rent,-23.5838601,-46.764125
1800,706.0,50,2,1,0,1,False,False,False,False,Saúde,rent,-23.6149581,-46.6229133
390000,500.0,90,3,2,1,2,True,False,True,True,Jaraguá,sale,-23.52387,-46.652543
2200,605.0,70,3,2,1,1,True,False,True,False,Mandaqui,rent,-23.466238,-46.637822
2800,900.0,80,3,1,0,1,False,False,True,False,Moema,rent,-23.6041196,-46.6643008
900,560.0,40,1,1,0,1,False,False,False,False,Santana,rent,-23.4949629,-46.628249
8200,1800.0,164,3,2,1,2,False,False,True,False,Perdizes,rent,-23.535458,-46.6656982
249000,303.0,46,2,2,1,1,True,False,True,False,Campo Limpo,sale,-23.611824,-46.754306
10000,1500.0,178,3,4,3,3,False,False,True,False,Vila Leopoldina,rent,-23.527051,-46.730662
660313,480.0,79,3,2,1,2,False,False,True,False,Vila Guilherme,sale,-23.512634,-46.608968
205000,220.0,50,2,2,1,1,False,False,False,False,Ermelino Matarazzo,sale,-23.483649,-46.490709
1360,812.0,70,3,2,1,1,False,False,True,False,Campo Grande,rent,-23.667048,-46.680107
4500,1200.0,134,3,4,3,2,False,False,True,False,Campo Grande,rent,-23.668824,-46.686337
284000,390.0,65,3,2,1,1,False,False,True,False,Jardim Ângela,sale,-23.582687,-46.562693
1700,290.0,55,2,2,1,1,True,False,True,False,Vila Prudente,rent,-23.589375,-46.5780454
3000,1395.0,103,2,2,1,1,False,False,False,False,Vila Sônia,rent,-23.598718,-46.725413
8000,1780.0,76,1,2,1,2,False,True,True,False,Itaim Bibi,rent,-23.58383885,-46.6762425
440000,600.0,72,2,1,0,1,False,False,False,False,Ipiranga,sale,-23.6002519,-46.6097286
278000,310.0,50,2,2,1,1,False,False,True,False,Carrão,sale,-23.556242,-46.522233
1600,400.0,55,2,2,1,1,False,False,False,False,Socorro,rent,-23.674403,-46.714611
1600,900.0,45,1,2,1,1,True,True,True,False,Saúde,rent,-23.611433,-46.630555
1950,900.0,115,3,3,2,2,False,False,True,False,Vila Maria,rent,-23.5151568,-46.5887121
1000,340.0,49,2,2,1,1,False,False,False,False,Vila Jacuí,rent,-23.509735,-46.447294
1800,418.0,54,2,2,1,1,True,False,True,False,Belém,rent,-23.543955,-46.586619
8300,3300.0,188,2,4,2,2,False,False,False,False,Vila Madalena,rent,-23.552364,-46.693013
1300,804.0,68,3,2,1,1,True,False,True,False,Vila Sônia,rent,-23.588701,-46.73955
1500,498.0,50,2,1,0,1,False,False,True,False,Vila Prudente,rent,-23.5817921,-46.5738697
880000,1700.0,128,3,3,2,1,False,False,False,False,Santa Cecília,sale,-23.539413,-46.660519
9000,2280.0,574,4,1,4,5,False,False,True,False,Medeiros,rent,-23.59927,-46.730146
870000,1830.0,300,3,4,0,1,False,False,False,False,Bom Retiro,sale,-23.5285179,-46.6321348
189000,150.0,45,2,1,0,0,False,False,False,False,Artur Alvim,sale,-23.545317,-46.483896
500000,690.0,45,1,2,1,1,False,True,True,False,Saúde,sale,-23.618067,-46.633163
2000,450.0,81,3,2,1,1,True,False,True,False,Freguesia do Ó,rent,-23.483817,-46.695708
740000,780.0,104,2,2,1,1,True,False,False,False,Sé,sale,-23.53606,-46.655557
11066,1036.0,127,3,4,3,3,True,True,True,False,Vila Olimpia,rent,-23.593145,-46.685558
5000,1750.0,190,3,5,3,3,True,True,True,False,Vila Sônia,rent,-23.594362,-46.727764
915000,807.0,110,4,3,1,3,True,False,True,False,Tatuapé,sale,-23.549773,-46.553708
215000,277.0,52,2,2,1,1,False,False,False,False,Jardim São Luis,sale,-23.655118,-46.742068
730000,550.0,100,3,3,1,2,True,False,False,False,Barra Funda,sale,-23.518756,-46.668966
1050,340.0,72,3,2,1,1,False,False,False,False,Campo Limpo,rent,-23.646043,-46.768251
189000,520.0,37,2,1,0,0,True,False,True,False,Liberdade,sale,-23.554012,-46.6305266
1600,350.0,50,2,2,1,1,False,True,False,False,Tatuapé,rent,-23.525464,-46.562212
2900,2325.0,210,3,5,3,3,True,False,True,False,Morumbi,rent,-23.613174,-46.731326
830000,793.0,113,3,2,1,2,False,True,True,False,Água Rasa,sale,-23.5698236,-46.5717586
980,75.0,45,1,1,0,0,False,False,False,False,Pari,rent,-23.5310058594,-46.609085083
6000,1100.0,120,3,3,1,2,True,False,False,False,Pinheiros,rent,-23.560619,-46.688366
298500,350.0,61,3,2,1,1,False,False,True,False,São Lucas,sale,-23.604294,-46.518325
2900,650.0,150,4,4,3,4,False,False,True,False,Tremembé,rent,-23.4580615,-46.6269932
15000,2500.0,203,3,4,3,3,True,False,False,False,Itaim Bibi,rent,-23.5866373,-46.6727111
2000,530.0,62,2,1,0,1,False,False,True,False,Ipiranga,rent,-23.5831526,-46.6050139
290000,500.0,50,2,2,1,1,False,False,False,False,Cidade Ademar,sale,-23.668748,-46.673438
367900,400.0,40,1,2,1,1,True,False,True,True,Vila Leopoldina,sale,-23.52989,-46.731464
460000,590.0,66,2,2,1,2,False,False,False,False,Casa Verde,sale,-23.4994835,-46.648322
6800,710.0,75,2,2,1,1,True,False,True,False,Brooklin,rent,-23.6265213,-46.6933507
1500000,1980.0,148,3,4,3,3,False,False,False,False,Campo Belo,sale,-23.626665,-46.671215
265000,350.0,46,2,2,1,1,True,True,True,False,São Lucas,sale,-23.582687,-46.562693
1400,350.0,75,3,1,0,0,False,False,False,False,Brás,rent,-23.5432786,-46.6137812
3500,2150.0,200,4,1,4,4,False,False,True,False,Santana,rent,-23.4867616,-46.6271152
70000,140.0,48,2,2,1,1,False,False,False,False,Cidade Tiradentes,sale,-23.593677,-46.398922
159000,100.0,30,1,2,1,1,False,False,False,False,Cangaíba,sale,-23.507295,-46.5195
2400,830.0,49,1,2,1,1,True,False,False,False,Brooklin,rent,-23.606505,-46.694473
285000,500.0,50,2,1,0,1,False,False,True,False,Capão Redondo,sale,-23.6619407,-46.7636664
234000,280.0,47,2,1,0,1,False,False,True,False,Medeiros,sale,-23.4947952,-46.5845862
4800,1400.0,90,2,2,1,2,True,False,False,False,Moema,rent,-23.6052581,-46.674547
1600,460.0,48,2,2,1,1,False,False,True,False,Vila Prudente,rent,-23.587066,-46.579877
2500,800.0,96,3,2,1,1,False,False,True,False,Vila Sônia,rent,-23.600864,-46.731811
2000,400.0,42,1,1,0,1,False,False,False,False,Santa Cecília,rent,-23.537651,-46.6562996
2900,690.0,50,2,1,0,1,False,False,True,False,Consolação,rent,-23.5517088,-46.653147
600000,450.0,59,2,2,1,2,True,False,True,False,Vila Prudente,sale,-23.5830213,-46.5819792
630000,450.0,91,3,2,1,2,False,False,True,False,Jabaquara,sale,-23.6482625,-46.6414881
330000,619.0,91,3,2,1,1,False,False,False,False,Bom Retiro,sale,-23.524292,-46.645061
320000,400.0,56,1,1,0,1,False,False,False,False,Liberdade,sale,-23.560434,-46.632692
229000,300.0,57,2,2,1,1,False,False,True,False,Cidade Líder,sale,-23.564157,-46.476242
130000,195.0,42,1,2,1,1,False,False,False,False,Lajeado,sale,-23.533705,-46.405574
239000,352.0,45,2,1,0,0,False,False,False,False,Ermelino Matarazzo,sale,-23.4836472,-46.4906832
851000,990.0,85,3,4,1,2,True,False,True,False,Perdizes,sale,-23.537413,-46.681621
499000,550.0,74,2,2,1,1,True,True,True,False,Casa Verde,sale,-23.514164,-46.657001
1300000,1200.0,130,3,5,3,3,True,True,True,False,Santana,sale,-23.499097,-46.644313
1300,300.0,62,2,1,0,1,True,False,False,False,Santana,rent,-23.4831436,-46.6197684
2500,1700.0,130,3,4,3,3,False,False,True,False,Morumbi,rent,-23.6134355,-46.7316628
2400,1150.0,103,3,3,1,2,False,False,True,False,Ipiranga,rent,-23.579108,-46.605134
1500,480.0,50,1,2,1,1,False,False,False,False,Saúde,rent,-23.609519,-46.63074
1100000,1250.0,71,2,2,1,1,True,False,True,False,Moema,sale,-23.606439,-46.666193
1800000,1850.0,266,4,1,4,4,True,False,False,False,Anhanguera,sale,-23.670116,-46.696669
800,398.0,50,2,2,1,1,True,False,False,False,Brasilândia,rent,-23.473598,-46.686662
4500,455.0,100,3,2,1,2,False,False,False,False,Vila Prudente,rent,-23.589375,-46.5780454
217000,328.0,43,2,1,0,1,True,False,False,True,Capão Redondo,sale,-23.630298,-46.749181
2500,957.0,58,2,2,1,1,False,False,False,False,Vila Madalena,rent,-23.551562,-46.68964
220000,330.0,46,2,1,0,1,False,False,True,False,Parque do Carmo,sale,-23.5559855,-46.4474511
495000,540.0,64,3,2,1,2,False,False,False,False,Campo Grande,sale,-23.6581044,-46.6905018
1800,495.0,56,2,1,0,1,False,False,True,False,Liberdade,rent,-23.5469602,-46.6197857
7500,790.0,54,1,2,1,1,False,True,True,False,Itaim Bibi,rent,-23.5917572,-46.6837781
930,280.0,48,2,2,1,1,False,False,False,False,São Mateus,rent,-23.601618,-46.460928
455000,460.0,57,2,2,1,1,True,True,True,False,Jaraguá,sale,-23.524606,-46.647326
585000,923.0,100,3,3,1,1,True,False,True,False,Sacomã,sale,-23.613499,-46.602964
8000,2997.0,282,4,5,4,4,False,False,True,False,Morumbi,rent,-23.6261543,-46.7194843
365000,390.0,67,3,2,1,1,False,False,True,False,Jaçanã,sale,-23.465702,-46.585427
316350,384.0,61,2,2,1,1,True,False,True,False,Sacomã,sale,-23.614067,-46.597784
1100,650.0,61,3,2,1,1,True,False,False,False,Pirituba,rent,-23.41519,-46.732023
780,320.0,50,2,2,1,1,True,False,False,False,Cidade Líder,rent,-23.563544,-46.479948
169500,425.5,34,2,2,1,1,True,True,False,False,Penha,sale,-23.511952,-46.526743
2100,850.0,45,1,2,1,1,False,False,True,False,Vila Mariana,rent,-23.585891,-46.6369759
360100,1260.0,61,3,2,0,1,True,False,True,True,Campo Belo,sale,-23.645035,-46.664654
144900,100.0,56,2,2,1,1,False,False,False,False,Guaianazes,sale,-23.563354,-46.406927
1750,760.0,60,3,2,1,1,False,False,False,False,Belém,rent,-23.53838,-46.589441
1020000,712.0,85,2,2,1,2,True,False,True,False,Pinheiros,sale,-23.560796,-46.687225
1790,1100.0,100,2,2,1,2,True,True,True,False,Morumbi,rent,-23.6227031,-46.7382397
1200,620.0,64,3,2,1,1,True,False,False,False,Vila Sônia,rent,-23.594719,-46.727643
850000,720.0,100,2,3,2,2,False,False,True,False,Casa Verde,sale,-23.511883,-46.658423
1250,400.0,55,2,1,0,1,False,False,False,False,Cangaíba,rent,-23.50842315,-46.529474
1850,500.0,57,2,2,1,2,False,False,True,False,Belém,rent,-23.5440505,-46.5865535
1000,946.0,62,2,1,0,2,False,False,True,False,Cidade Ademar,rent,-23.6578133,-46.6686479
12000,983.0,138,3,3,2,2,True,True,True,False,Pinheiros,rent,-23.567794,-46.698575
700000,600.0,95,3,3,1,2,True,False,True,False,Belém,sale,-23.5289,-46.60231
630000,679.0,82,3,2,1,2,False,False,True,False,Mandaqui,sale,-23.4732178,-46.6377828
1400,50.0,80,3,2,1,1,False,False,False,False,Anhanguera,rent,-23.52263,-46.650949
3800,1450.0,155,3,4,3,3,True,True,False,False,Belém,rent,-23.540085,-46.593312
2300,533.0,107,3,2,1,2,False,False,True,False,Tremembé,rent,-23.45797,-46.622351
235000,350.0,48,2,1,0,1,False,False,True,False,Medeiros,sale,-23.599178,-46.728962
510000,680.0,84,3,2,1,2,False,False,False,False,Mandaqui,sale,-23.4707226,-46.6302437
1850,458.0,68,2,1,0,0,False,False,False,False,Cambuci,rent,-23.5675756,-46.6251568
8000,1228.0,147,3,4,3,3,False,True,True,False,Brooklin,rent,-23.6210099,-46.6956445
1200,396.0,66,2,2,1,1,False,False,False,False,São Mateus,rent,-23.588465,-46.488335
299000,400.0,45,2,2,1,1,False,False,True,False,Liberdade,sale,-23.5580949,-46.6302603
370000,400.0,64,2,2,1,1,False,False,True,False,São Lucas,sale,-23.592848,-46.543936
630,220.0,41,2,2,1,1,False,False,False,False,Itaim Paulista,rent,-23.509679,-46.379846
2400000,1580.0,178,3,4,3,3,True,False,True,False,Brooklin,sale,-23.6130885,-46.685278
1900,650.0,74,3,2,1,2,False,False,False,False,Campo Grande,rent,-23.6592744,-46.6902799
881000,800.0,74,1,2,1,1,False,False,True,False,Santo Amaro,sale,-23.633192,-46.691038
2500,750.0,77,3,2,1,1,False,False,True,False,Vila Sônia,rent,-23.59203,-46.727695
350000,100.0,76,1,2,0,1,True,False,False,False,Sé,sale,-23.5585502,-46.6320225
1150,950.0,62,2,2,1,2,True,False,False,False,Aricanduva,rent,-23.538514,-46.540155
270000,500.0,51,2,2,1,1,False,False,False,False,Pedreira,sale,-23.68849,-46.671846
1500,816.0,75,3,1,0,1,True,False,True,False,Vila Sônia,rent,-23.6164236,-46.7411854
2000,650.0,74,3,2,1,2,False,False,False,False,Campo Grande,rent,-23.6592744,-46.6902799
229900,300.0,45,2,2,1,1,True,False,True,False,Carrão,sale,-23.565798,-46.516788
1100,350.0,48,2,1,0,1,False,False,False,False,Guaianazes,rent,-23.55768085,-46.4069056
1500,420.0,65,3,2,1,1,False,False,False,False,Mandaqui,rent,-23.4693802,-46.6497316
335000,450.0,53,2,2,1,1,False,False,True,False,Limão,sale,-23.500768,-46.680311
12000,1200.0,159,3,4,3,2,False,True,False,False,Consolação,rent,-23.5536026,-46.6531024
190000,260.0,48,3,2,1,1,False,True,True,False,Itaim Paulista,sale,-23.517399,-46.388845
485000,490.0,80,3,2,1,2,False,False,True,False,Vila Guilherme,sale,-23.512634,-46.608968
2500,800.0,90,3,2,1,2,False,True,True,False,Tatuapé,rent,-23.5279776,-46.5585139
1700,300.0,45,1,1,0,0,False,False,False,False,Consolação,rent,-23.557155,-46.6571304
2800,1287.0,161,3,2,1,3,False,True,True,False,Santana,rent,-23.4858746,-46.6281801
365000,350.0,67,3,2,1,1,True,False,True,False,Jaçanã,sale,-23.465702,-46.585426
1250,466.0,60,2,2,1,1,False,False,False,False,Rio Pequeno,rent,-23.559315,-46.748244
1400,631.0,66,2,1,0,1,False,False,True,False,Tatuapé,rent,-23.5345701,-46.5789412
1000,590.0,56,1,2,1,1,False,False,False,False,Rio Pequeno,rent,-23.5657162,-46.7518739
382900,421.0,59,3,2,1,1,True,False,True,False,Vila Maria,sale,-23.516304,-46.590937
227000,520.0,54,2,1,0,1,False,False,False,False,Campo Limpo,sale,-23.6421756,-46.7704524
1500,400.0,75,1,2,1,1,True,False,False,False,República,rent,-23.54029,-46.644796
1800,1223.0,70,3,2,1,2,True,False,True,False,Morumbi,rent,-23.6205635,-46.7347769
165000,300.0,43,2,1,0,1,False,False,False,False,Guaianazes,sale,-23.534404,-46.4089742
1200,372.0,51,1,2,1,1,True,False,False,False,Cambuci,rent,-23.565585,-46.623897
1200,100.0,38,2,1,0,1,False,False,False,False,Aricanduva,rent,-23.5559773,-46.5181941
3900,730.0,120,3,2,0,2,True,False,False,False,Jardim Paulista,rent,-23.5608115,-46.6513234
1500,748.0,51,1,2,1,2,True,True,True,False,Morumbi,rent,-23.613667,-46.740815
3200,550.0,42,1,1,0,2,True,True,True,False,Vila Mariana,rent,-23.585891,-46.6369759
1900,778.0,68,3,2,1,2,False,False,False,False,Butantã,rent,-23.574529,-46.732095
1400,680.0,72,3,2,1,1,True,False,False,False,Socorro,rent,-23.690717,-46.699765
250000,320.0,49,2,1,0,1,False,False,False,False,Cidade Ademar,sale,-23.6716329,-46.6406762
1640,520.0,63,3,2,1,2,False,False,True,False,Vila Guilherme,rent,-23.5197419,-46.6015623
329000,270.0,90,3,2,1,1,True,False,True,False,Vila Curuçá,sale,-23.504935,-46.4268
790000,890.0,104,3,3,1,2,True,False,True,False,Vila Formosa,sale,-23.566204,-46.555607
300000,738.0,39,1,1,0,1,False,False,False,False,Consolação,sale,-23.5492047,-46.645271
4000,1226.0,127,3,1,0,2,False,False,True,False,Carrão,rent,-23.554318,-46.5421407
233999,270.0,55,2,2,1,1,False,False,True,False,Itaquera,sale,-23.5293209,-46.455579
371000,343.0,52,2,1,0,1,True,False,False,False,Penha,sale,-23.5206069946,-46.535898
2100000,1000.0,148,3,4,3,2,False,False,True,False,Brooklin,sale,-23.6025998,-46.6946954
655000,1.0,83,3,3,1,2,False,False,True,False,Mandaqui,sale,-23.473916,-46.629315
1132,418.0,40,2,2,1,1,False,False,False,False,Cursino,rent,-23.649793,-46.613679
5000,1411.0,148,5,4,3,3,True,False,True,False,Tatuapé,rent,-23.5442452,-46.5666839
1860,340.0,50,2,1,0,1,False,True,False,False,Carrão,rent,-23.5527166,-46.5229314
472869,480.0,39,1,2,1,1,True,False,True,False,República,sale,-23.542637,-46.643494
690000,1200.0,127,3,1,0,0,False,False,False,False,República,sale,-23.5416959,-46.6456572
1700,600.0,92,2,2,1,1,True,False,False,False,Vila Formosa,rent,-23.565732,-46.54416
3500,629.5,41,1,2,1,1,False,False,False,False,Consolação,rent,-23.553068,-46.654288
400000,506.0,66,2,1,0,0,False,True,False,False,Bela Vista,sale,-23.5583194,-46.6539359
2700,800.0,57,2,2,1,1,True,False,True,False,Vila Andrade,rent,-23.632483,-46.729565
2200,678.0,75,3,2,1,2,False,False,True,False,Carrão,rent,-23.545657,-46.541398
3000,2100.0,138,3,4,3,3,True,False,True,False,Vila Andrade,rent,-23.6271024,-46.73677
462000,429.0,67,2,2,1,1,True,False,True,False,Socorro,sale,-23.670021,-46.714717
1200,500.0,58,2,1,0,1,False,False,False,False,Belém,rent,-23.5459903,-46.5952403
399000,370.0,57,3,2,1,1,True,False,True,False,Brás,sale,-23.549406,-46.616412
1400,500.0,50,2,2,1,1,False,False,False,False,São Lucas,rent,-23.606948,-46.526125
5000,1680.0,190,3,2,1,2,False,True,False,False,Santo Amaro,rent,-23.6462863,-46.7000915
2000,260.0,33,1,1,0,1,False,True,False,False,República,rent,-23.5417591,-46.6453124
199900,245.0,48,2,1,0,1,False,False,True,False,Parque do Carmo,sale,-23.6034164,-46.4696265
1020,600.0,45,1,2,1,1,False,False,False,False,Vila Formosa,rent,-23.56644,-46.538721
2590000,2056.0,193,3,4,3,2,False,False,False,False,Jardim Paulista,sale,-23.56825,-46.6572
2000,150.0,60,3,2,0,0,False,False,False,False,Cambuci,rent,-23.5655857,-46.622947
690000,750.0,90,3,1,0,1,True,False,False,False,Alto de Pinheiros,sale,-23.5392826,-46.7161162
636000,685.0,74,2,2,1,2,False,False,True,False,Mooca,sale,-23.5552465,-46.5883667
1800,307.0,83,3,2,1,1,False,False,False,False,Socorro,rent,-23.686913,-46.702276
2240,677.0,83,3,2,1,2,True,False,True,False,Água Rasa,rent,-23.556442,-46.57615
1600,640.0,70,2,1,0,0,True,False,False,False,Liberdade,rent,-23.5607892,-46.6314551
860000,1200.0,180,3,4,3,2,False,False,True,False,Cidade Dutra,sale,-23.714221,-46.703879
7599,983.0,79,1,2,1,1,False,True,True,False,Pinheiros,rent,-23.5686156,-46.698588
6000,1100.0,184,4,4,3,3,False,False,True,False,Mooca,rent,-23.568388,-46.595459
370000,370.0,65,2,2,1,1,False,True,False,False,São Lucas,sale,-23.592848,-46.543936
303000,400.0,48,2,2,1,1,True,False,False,False,Cidade Ademar,sale,-23.666848,-46.674254
375000,760.0,74,3,2,1,1,False,False,True,False,Mandaqui,sale,-23.4785524,-46.6425362
179000,250.0,48,2,2,1,1,True,False,False,False,Vila Curuçá,sale,-23.523825,-46.402372
2300,430.0,66,2,2,1,1,False,False,False,False,Socorro,rent,-23.673089,-46.715632
1500,580.0,90,2,1,0,1,True,False,False,False,Bom Retiro,rent,-23.5257766,-46.6394945
1250,360.0,65,2,2,1,1,True,False,False,False,Jabaquara,rent,-23.655713,-46.636329
810,140.0,36,1,2,1,1,False,False,False,False,Belém,rent,-23.538794,-46.605664
395000,1023.0,72,3,2,0,1,False,False,False,False,Bom Retiro,sale,-23.5277857,-46.6336173
1250000,629.5,70,2,2,1,1,True,False,True,True,Consolação,sale,-23.562003,-46.673803
470000,600.0,62,2,2,1,1,False,True,True,False,Jabaquara,sale,-23.634874,-46.636734
1800,402.0,66,3,2,1,1,True,False,False,False,Alto de Pinheiros,rent,-23.542356,-46.716573
1800,1500.0,60,1,2,1,1,True,True,True,False,Moema,rent,-23.605805,-46.665212
1408000,1600.0,108,2,3,2,2,False,False,False,False,Brooklin,sale,-23.6040517,-46.6948844
5800,1105.0,66,1,2,1,1,True,True,True,False,Vila Olimpia,rent,-23.594816,-46.689243
249000,527.0,40,1,1,0,1,False,False,True,False,Vila Matilde,sale,-23.5356455,-46.5243815
390000,500.0,64,2,2,1,1,False,False,False,False,São Lucas,sale,-23.593595,-46.54405
5500,1120.0,44,1,2,1,1,True,True,False,False,Iguatemi,rent,-23.58383,-46.683541
2424900,600.0,264,3,5,3,3,True,False,True,False,Butantã,sale,-23.574265,-46.709556
3000,697.0,84,3,2,1,1,True,False,True,False,Freguesia do Ó,rent,-23.501353,-46.701683
2953,670.0,85,3,2,1,2,False,False,True,False,Santo Amaro,rent,-23.64678,-46.7009287
2500,430.0,49,1,1,0,1,False,False,True,False,Casa Verde,rent,-23.5097784,-46.657088
286000,357.5,56,2,2,0,1,False,False,True,False,Ponte Rasa,sale,-23.5110751,-46.505233
400000,630.0,80,3,2,1,1,False,False,True,False,Vila Curuçá,sale,-23.504731,-46.427297
1100,250.0,50,1,1,0,0,False,False,False,False,Brás,rent,-23.5342117,-46.61154
3600000,3149.0,185,3,5,3,3,True,False,True,False,Itaim Bibi,sale,-23.587027,-46.672798
1800,444.0,77,3,1,0,0,False,False,False,False,Alto de Pinheiros,rent,-23.5541274,-46.7028858
11000,5000.0,296,4,5,4,3,False,True,True,False,Santo Amaro,rent,-23.6494697,-46.6936074
10000,2400.0,276,4,5,4,2,True,False,False,False,Santa Cecília,rent,-23.536039,-46.659602
359000,350.0,67,3,2,1,1,False,False,True,False,Jaçanã,sale,-23.4654435,-46.5852864
790000,866.0,103,2,2,1,1,True,False,False,False,Pinheiros,sale,-23.5667008,-46.6880689
1500,750.0,70,3,2,1,1,True,False,False,False,Vila Prudente,rent,-23.579431,-46.578352
2300,545.0,67,3,2,1,1,True,False,True,False,Jaraguá,rent,-23.524677,-46.647365
2000,1203.0,37,1,2,1,1,False,True,True,False,Jardim Paulista,rent,-23.5723398,-46.654457
8000,1650.0,180,3,3,1,3,False,True,False,False,Campo Belo,rent,-23.625164,-46.676004
1290000,480.0,83,2,3,1,2,True,False,True,False,Brooklin,sale,-23.613912,-46.683358
3800,580.0,103,4,2,1,2,False,False,True,False,Ipiranga,rent,-23.610001,-46.6133897
649950,776.0,92,3,3,1,2,True,False,True,False,Santo Amaro,sale,-23.648578,-46.722382
225000,420.0,51,2,1,0,1,False,False,False,False,Vila Curuçá,sale,-23.5098109,-46.426541
720000,750.0,100,3,3,1,2,True,False,True,False,Barra Funda,sale,-23.518222,-46.669247
1900000,480.0,221,4,5,4,4,False,False,True,False,Belém,sale,-23.550987,-46.590908
750000,672.0,107,3,2,3,2,True,False,True,True,Freguesia do Ó,sale,-23.494874,-46.691795
287000,520.0,53,2,2,1,1,False,False,True,False,Liberdade,sale,-23.5545976,-46.6284535
10500,4000.0,245,4,5,4,3,False,False,True,False,Itaim Bibi,rent,-23.5810931843,-46.6713365355
748000,826.0,84,3,3,1,1,False,False,False,False,Perdizes,sale,-23.540334,-46.67991
219000,403.0,49,2,2,1,1,False,True,False,False,Cursino,sale,-23.64531,-46.60704
279000,835.0,65,2,2,1,1,True,False,True,False,Cidade Ademar,sale,-23.662586,-46.664621
2700,532.0,66,3,2,1,2,False,False,True,False,Vila Andrade,rent,-23.627557,-46.747131
1500000,1100.0,121,3,4,1,2,False,True,True,False,Vila Leopoldina,sale,-23.526952,-46.738716
275000,201.0,60,3,2,1,1,False,False,False,False,Jardim São Luis,sale,-23.662071,-46.751635
901000,1415.0,98,3,3,2,2,False,False,True,False,Perdizes,sale,-23.5331445,-46.6844115
400000,395.0,66,2,2,1,1,False,False,False,False,Vila Guilherme,sale,-23.5166188,-46.6055052
5900,1519.0,174,3,3,2,3,False,False,True,False,Lapa,rent,-23.52292655,-46.704552899999996
2500,670.0,53,2,1,0,1,False,False,True,False,Cambuci,rent,-23.5655857,-46.622947
295000,350.0,51,2,2,1,1,False,False,True,False,Cangaíba,sale,-23.4985587,-46.5129563
2500,680.0,80,3,2,1,2,False,False,True,False,Água Rasa,rent,-23.559797,-46.5715481
1000,390.0,45,1,2,1,1,True,False,False,False,São Rafael,rent,-23.553961,-46.631138
1630000,990.0,134,3,2,1,1,False,False,False,False,Jardim Paulista,sale,-23.5728709,-46.658238
1360000,2115.0,120,2,3,2,2,True,False,True,False,Moema,sale,-23.606598,-46.669783
8000,1701.0,213,3,4,3,3,True,True,True,False,Ipiranga,rent,-23.5920622,-46.6077553
1400,520.0,71,2,2,1,1,False,False,False,False,Sacomã,rent,-23.609139,-46.599784
415000,500.0,55,2,1,0,0,True,False,False,False,Perdizes,sale,-23.5401809,-46.680739
400000,253.0,63,2,2,1,1,False,False,False,False,Ponte Rasa,sale,-23.512746,-46.477783
690000,650.0,88,3,2,1,2,False,False,False,False,Casa Verde,sale,-23.5113123,-46.6556428
4000,1400.0,142,3,2,1,2,False,False,True,False,Perdizes,rent,-23.5320919,-46.6788337
1800,400.0,61,2,2,1,1,True,True,True,False,Vila Guilherme,rent,-23.51871,-46.603784
4000,1078.0,104,3,2,1,2,True,False,False,False,Perdizes,rent,-23.530014,-46.687508
310000,455.0,58,2,1,0,1,False,False,False,False,Vila Prudente,sale,-23.5938742,-46.5803511
35000,4500.0,332,3,4,3,4,False,False,True,False,Pinheiros,rent,-23.5619543,-46.6900441
1100,560.0,62,2,2,1,1,True,False,False,False,Cidade Ademar,rent,-23.675736,-46.670166
323505,450.0,45,2,2,1,1,True,False,True,False,Limão,sale,-23.495625,-46.684893
2200,390.0,64,3,2,1,1,True,False,True,False,Mooca,rent,-23.551251,-46.603791
1600,834.0,70,3,2,1,1,False,False,True,False,Butantã,rent,-23.5695488,-46.7455968
325000,390.0,58,2,2,1,1,False,False,True,False,Jaçanã,sale,-23.4831249,-46.5669292
2900,820.0,83,3,1,0,1,False,False,False,False,Pinheiros,rent,-23.5642858,-46.6855498
1700000,1144.0,143,4,4,2,2,True,False,True,False,Perdizes,sale,-23.537575,-46.688952
945000,825.0,72,1,2,1,2,True,True,True,False,Moema,sale,-23.603549,-46.668704
1290,416.0,54,2,2,1,1,False,False,False,False,Penha,rent,-23.528045,-46.578424
1300,1700.0,110,3,2,1,2,False,False,False,False,Vila Andrade,rent,-23.6337067,-46.7306586
450000,485.0,47,2,1,0,1,False,False,True,False,Barra Funda,sale,-23.5292077,-46.6540898
1500,400.0,45,2,1,0,1,True,False,True,False,Sacomã,rent,-23.6121081,-46.598479
